Стоимость тарифа,Дата создания,Глубина бронирования,Дата заезда,День,Количество бронирований
5,2015-05-27,2,2015-05-28,3,154
4,2015-08-26,0,2015-08-26,1,244
3,2015-12-09,4,2015-12-10,4,350
3,2015-12-09,2,2015-12-11,6,351
16,2015-11-27,25,2015-12-19,5,359
16,2015-11-27,28,2015-12-20,4,360
16,2015-11-27,27,2015-12-21,2,361
16,2015-11-27,26,2015-12-22,3,362
16,2015-11-27,30,2015-12-23,2,363
16,2015-11-27,27,2015-12-24,7,364
16,2015-11-27,30,2015-12-25,9,365
12,2015-12-29,3,2015-12-29,2,369
12,2015-12-23,5,2015-12-25,10,365
12,2015-12-23,4,2015-12-26,5,366
12,2015-12-23,5,2015-12-27,3,367
12,2015-12-23,8,2015-12-28,2,368
4,2015-09-07,0,2015-09-07,2,256
4,2015-09-07,2,2015-09-08,3,257
4,2015-09-07,2,2015-09-09,3,258
5,2015-09-29,5,2015-09-30,4,279
5,2015-09-29,5,2015-10-01,4,280
5,2015-09-29,3,2015-10-02,3,281
5,2015-09-29,8,2015-10-03,3,282
5,2015-09-29,6,2015-10-04,3,283
5,2015-09-29,8,2015-10-05,4,284
5,2015-09-29,8,2015-10-06,5,285
5,2015-09-29,13,2015-10-07,4,286
5,2015-09-29,11,2015-10-08,4,287
3,2015-10-23,17,2015-11-08,1,318
2,2015-10-25,5,2015-10-26,4,305
2,2015-10-25,7,2015-10-27,2,306
3,2015-12-04,8,2015-12-09,3,349
3,2015-12-04,11,2015-12-10,5,350
7,2015-11-27,25,2015-12-22,4,362
7,2015-11-27,31,2015-12-23,3,363
8,2015-01-02,5,2015-01-02,3,8
8,2015-01-02,2,2015-01-03,3,9
8,2015-01-02,4,2015-01-04,3,10
11,2015-01-24,27,2015-02-16,1,53
11,2015-01-24,26,2015-02-17,3,54
11,2015-01-24,29,2015-02-18,8,55
11,2015-01-24,29,2015-02-19,10,56
11,2015-01-24,30,2015-02-20,9,57
9,2015-01-17,20,2015-02-06,9,43
9,2015-01-17,21,2015-02-07,9,44
9,2015-01-17,24,2015-02-08,4,45
10,2015-01-21,12,2015-02-01,4,38
10,2015-01-21,15,2015-02-02,7,39
10,2015-01-21,17,2015-02-03,7,40
10,2015-01-21,16,2015-02-04,8,41
10,2015-01-21,15,2015-02-05,9,42
11,2015-01-15,15,2015-01-29,6,35
11,2015-01-15,15,2015-01-30,6,36
18,2015-01-06,3,2015-01-06,3,12
11,2015-02-26,1,2015-02-27,5,64
11,2015-02-26,6,2015-02-28,5,65
11,2015-02-26,6,2015-03-01,7,66
11,2015-02-26,8,2015-03-02,9,67
9,2015-03-01,8,2015-03-04,7,69
15,2015-02-08,17,2015-02-21,7,58
15,2015-02-08,18,2015-02-22,7,59
15,2015-02-08,20,2015-02-23,3,60
15,2015-02-08,21,2015-02-24,4,61
15,2015-02-08,19,2015-02-25,4,62
10,2015-03-24,6,2015-03-25,5,90
10,2015-03-24,3,2015-03-26,4,91
10,2015-03-24,6,2015-03-27,4,92
10,2015-03-24,8,2015-03-28,6,93
10,2015-03-24,9,2015-03-29,5,94
7,2015-03-08,3,2015-03-09,5,74
7,2015-03-08,3,2015-03-10,5,75
7,2015-03-08,8,2015-03-11,5,76
7,2015-03-08,9,2015-03-12,4,77
7,2015-03-08,6,2015-03-13,4,78
7,2015-03-08,10,2015-03-14,3,79
7,2015-03-08,12,2015-03-15,2,80
3,2015-05-30,0,2015-05-30,4,156
5,2015-05-19,9,2015-05-27,4,153
5,2015-05-19,12,2015-05-28,4,154
5,2015-05-19,14,2015-05-29,2,155
3,2015-06-02,1,2015-06-02,4,159
4,2015-06-06,0,2015-06-06,5,163
15,2015-12-25,2,2015-12-25,11,365
15,2015-12-25,5,2015-12-26,6,366
8,2015-12-16,6,2015-12-19,6,359
8,2015-12-16,6,2015-12-20,5,360
8,2015-12-16,10,2015-12-21,3,361
3,2015-09-25,23,2015-10-15,1,294
3,2015-09-25,23,2015-10-16,1,295
3,2015-09-25,27,2015-10-17,1,296
4,2015-09-27,0,2015-09-27,1,276
4,2015-09-27,3,2015-09-28,4,277
6,2015-10-12,1,2015-10-12,1,291
6,2015-10-12,1,2015-10-13,1,292
6,2015-10-24,2,2015-10-24,4,303
4,2015-11-06,7,2015-11-13,5,323
3,2015-11-09,4,2015-11-09,1,319
3,2015-11-11,3,2015-11-11,1,321
7,2015-12-04,24,2015-12-23,4,363
7,2015-12-04,20,2015-12-24,8,364
13,2014-12-20,20,2015-01-06,4,12
13,2014-12-20,22,2015-01-07,7,13
13,2014-12-20,21,2015-01-08,6,14
10,2015-01-24,14,2015-02-06,10,43
10,2015-01-24,15,2015-02-07,10,44
10,2015-01-24,18,2015-02-08,5,45
9,2015-01-12,12,2015-01-24,10,30
9,2015-01-12,14,2015-01-25,5,31
9,2015-01-12,16,2015-01-26,4,32
9,2015-01-12,19,2015-01-27,4,33
9,2015-01-12,17,2015-01-28,5,34
9,2015-01-12,18,2015-01-29,7,35
9,2015-01-12,22,2015-01-30,7,36
8,2015-02-05,0,2015-02-05,10,42
7,2015-03-05,19,2015-03-24,6,89
7,2015-03-05,21,2015-03-25,6,90
7,2015-03-05,23,2015-03-26,5,91
7,2015-02-16,3,2015-02-16,2,53
7,2015-02-16,3,2015-02-17,4,54
9,2015-03-07,9,2015-03-12,5,77
9,2015-03-07,8,2015-03-13,5,78
9,2015-03-07,7,2015-03-14,4,79
3,2015-05-20,8,2015-05-27,5,153
3,2015-05-20,11,2015-05-28,5,154
3,2015-05-20,13,2015-05-29,3,155
3,2015-05-20,15,2015-05-30,5,156
6,2015-05-12,22,2015-06-02,5,159
6,2015-05-12,27,2015-06-03,4,160
6,2015-05-12,27,2015-06-04,6,161
6,2015-05-12,24,2015-06-05,5,162
6,2015-05-12,27,2015-06-06,6,163
4,2015-06-25,3,2015-06-25,2,182
3,2015-06-02,13,2015-06-12,8,169
3,2015-06-02,15,2015-06-13,7,170
3,2015-09-05,2,2015-09-05,2,254
3,2015-09-05,2,2015-09-06,2,255
3,2015-09-05,6,2015-09-07,3,256
3,2015-09-05,4,2015-09-08,4,257
3,2015-09-05,6,2015-09-09,4,258
3,2015-11-09,0,2015-11-09,2,319
7,2015-12-02,21,2015-12-23,5,363
7,2015-12-02,27,2015-12-24,9,364
8,2014-12-31,3,2015-01-02,4,8
8,2014-12-31,4,2015-01-03,4,9
8,2014-12-31,5,2015-01-04,4,10
13,2014-12-20,18,2015-01-07,8,13
13,2014-12-20,21,2015-01-08,7,14
13,2014-12-20,24,2015-01-09,4,15
13,2014-12-20,24,2015-01-10,3,16
18,2015-01-06,5,2015-01-06,5,12
9,2015-02-05,12,2015-02-16,3,53
9,2015-02-05,17,2015-02-17,5,54
9,2015-03-09,7,2015-03-13,6,78
9,2015-03-09,8,2015-03-14,5,79
6,2015-04-07,15,2015-04-18,1,114
6,2015-04-07,15,2015-04-19,1,115
6,2015-04-07,17,2015-04-20,1,116
6,2015-04-07,19,2015-04-21,1,117
6,2015-04-07,17,2015-04-22,1,118
6,2015-04-07,18,2015-04-23,1,119
6,2015-04-07,22,2015-04-24,1,120
5,2015-06-25,0,2015-06-25,3,182
3,2015-06-12,0,2015-06-12,9,169
3,2015-06-12,5,2015-06-13,8,170
5,2015-07-25,0,2015-07-25,2,212
4,2015-12-04,2,2015-12-04,1,344
4,2015-12-04,4,2015-12-05,2,345
16,2015-11-28,26,2015-12-19,7,359
16,2015-11-28,25,2015-12-20,6,360
16,2015-11-28,23,2015-12-21,4,361
16,2015-11-28,24,2015-12-22,5,362
16,2015-11-28,27,2015-12-23,6,363
16,2015-11-28,29,2015-12-24,10,364
16,2015-11-28,27,2015-12-25,12,365
5,2015-08-16,2,2015-08-16,3,234
5,2015-08-16,5,2015-08-17,3,235
6,2015-10-03,11,2015-10-14,1,293
5,2015-10-07,2,2015-10-07,5,286
5,2015-10-07,5,2015-10-08,5,287
5,2015-10-12,0,2015-10-12,2,291
5,2015-10-12,5,2015-10-13,2,292
18,2015-01-03,3,2015-01-03,5,9
18,2015-01-03,4,2015-01-04,5,10
18,2015-01-03,3,2015-01-05,4,11
18,2015-01-03,7,2015-01-06,6,12
18,2015-01-03,9,2015-01-07,9,13
11,2015-01-15,18,2015-01-29,8,35
11,2015-01-15,17,2015-01-30,8,36
11,2015-01-15,21,2015-01-31,7,37
7,2015-02-13,7,2015-02-16,4,53
7,2015-02-13,7,2015-02-17,6,54
6,2015-03-22,7,2015-03-26,6,91
6,2015-03-22,6,2015-03-27,5,92
6,2015-03-22,7,2015-03-28,7,93
6,2015-03-22,10,2015-03-29,6,94
3,2015-05-31,0,2015-05-31,3,157
3,2015-05-31,6,2015-06-01,5,158
3,2015-06-05,3,2015-06-05,6,162
4,2015-07-18,7,2015-07-23,2,210
5,2015-10-01,15,2015-10-11,1,290
5,2015-10-01,12,2015-10-12,3,291
5,2015-10-01,13,2015-10-13,3,292
5,2015-10-01,14,2015-10-14,2,293
5,2015-10-01,17,2015-10-15,2,294
5,2015-10-01,18,2015-10-16,2,295
5,2015-10-23,16,2015-11-04,1,314
5,2015-10-23,16,2015-11-05,1,315
3,2015-12-04,6,2015-12-09,4,349
3,2015-12-04,7,2015-12-10,6,350
3,2015-12-01,1,2015-12-02,1,342
3,2015-12-01,7,2015-12-03,1,343
3,2015-12-01,6,2015-12-04,2,344
3,2015-12-01,4,2015-12-05,3,345
3,2015-12-01,6,2015-12-06,1,346
3,2015-12-01,7,2015-12-07,1,347
2,2015-06-09,4,2015-06-11,7,168
2,2015-06-09,4,2015-06-12,10,169
2,2015-06-09,8,2015-06-13,9,170
2,2015-06-09,7,2015-06-14,4,171
3,2015-05-27,12,2015-06-04,7,161
3,2015-05-27,12,2015-06-05,7,162
3,2015-05-27,13,2015-06-06,7,163
3,2015-05-27,14,2015-06-07,4,164
4,2015-05-29,1,2015-05-30,6,156
4,2015-05-29,3,2015-05-31,4,157
4,2015-05-29,5,2015-06-01,6,158
4,2015-05-29,7,2015-06-02,6,159
3,2015-07-18,5,2015-07-21,1,208
4,2015-07-22,1,2015-07-22,2,209
5,2015-08-11,4,2015-08-11,2,229
10,2015-01-21,8,2015-01-24,11,30
9,2015-01-16,11,2015-01-23,8,29
9,2015-01-16,8,2015-01-24,12,30
7,2015-01-04,3,2015-01-04,6,10
9,2015-02-05,1,2015-02-06,11,43
9,2015-02-05,3,2015-02-07,11,44
9,2015-02-05,5,2015-02-08,6,45
8,2015-03-01,6,2015-03-02,10,67
8,2015-03-01,4,2015-03-03,7,68
8,2015-03-01,8,2015-03-04,8,69
8,2015-03-01,8,2015-03-05,6,70
15,2015-03-01,7,2015-03-05,7,70
15,2015-03-01,8,2015-03-06,7,71
15,2015-03-01,11,2015-03-07,8,72
9,2015-02-17,5,2015-02-17,7,54
5,2015-04-12,26,2015-05-03,3,129
5,2015-04-12,24,2015-05-04,1,130
5,2015-04-12,28,2015-05-05,1,131
5,2015-04-12,24,2015-05-06,1,132
5,2015-04-12,29,2015-05-07,1,133
5,2015-04-12,26,2015-05-08,1,134
5,2015-04-12,27,2015-05-09,1,135
5,2015-03-27,2,2015-03-27,6,92
5,2015-03-27,5,2015-03-28,8,93
5,2015-03-27,6,2015-03-29,7,94
5,2015-03-27,6,2015-03-30,4,95
5,2015-03-27,9,2015-03-31,7,96
22,2015-03-08,5,2015-03-08,5,73
3,2015-05-14,9,2015-05-19,1,145
3,2015-05-14,7,2015-05-20,1,146
3,2015-05-14,10,2015-05-21,1,147
6,2015-04-26,1,2015-04-27,1,123
5,2015-06-28,22,2015-07-17,1,204
2,2015-11-10,2,2015-11-11,2,321
2,2015-11-10,2,2015-11-12,1,322
2,2015-11-10,7,2015-11-13,6,323
3,2015-12-04,8,2015-12-09,5,349
3,2015-12-04,6,2015-12-10,7,350
4,2015-12-08,7,2015-12-11,7,351
4,2015-12-08,9,2015-12-12,2,352
7,2015-11-27,23,2015-12-19,8,359
7,2015-11-27,24,2015-12-20,7,360
7,2015-11-27,27,2015-12-21,5,361
7,2015-11-27,30,2015-12-22,6,362
7,2015-11-27,26,2015-12-23,7,363
7,2015-11-27,31,2015-12-24,11,364
8,2015-12-25,2,2015-12-25,13,365
4,2015-12-11,7,2015-12-13,4,353
3,2015-07-22,1,2015-07-22,3,209
5,2015-09-09,31,2015-10-06,6,285
5,2015-09-09,30,2015-10-07,6,286
5,2015-09-09,32,2015-10-08,6,287
7,2015-02-09,8,2015-02-16,5,53
7,2015-02-09,8,2015-02-17,8,54
8,2015-02-05,5,2015-02-05,11,42
12,2015-02-05,3,2015-02-06,12,43
12,2015-02-05,5,2015-02-07,12,44
12,2015-02-05,3,2015-02-08,7,45
10,2015-01-21,8,2015-01-24,13,30
11,2015-01-24,27,2015-02-19,11,56
11,2015-01-24,28,2015-02-20,10,57
11,2015-01-24,28,2015-02-21,8,58
11,2015-01-24,32,2015-02-22,8,59
9,2015-02-21,12,2015-03-02,11,67
9,2015-02-21,12,2015-03-03,8,68
9,2015-02-21,16,2015-03-04,9,69
9,2015-02-21,16,2015-03-05,8,70
9,2015-02-21,14,2015-03-06,8,71
9,2015-02-21,15,2015-03-07,9,72
9,2015-02-21,18,2015-03-08,6,73
9,2015-02-21,16,2015-03-09,6,74
9,2015-02-21,17,2015-03-10,6,75
9,2015-02-21,22,2015-03-11,6,76
9,2015-02-21,20,2015-03-12,6,77
9,2015-02-21,23,2015-03-13,7,78
9,2015-02-21,24,2015-03-14,6,79
7,2015-02-22,22,2015-03-16,1,81
7,2015-02-22,27,2015-03-17,3,82
7,2015-02-22,25,2015-03-18,3,83
7,2015-02-22,27,2015-03-19,3,84
4,2015-04-12,26,2015-05-07,2,133
4,2015-04-12,31,2015-05-08,2,134
4,2015-04-12,29,2015-05-09,2,135
2,2015-05-21,8,2015-05-25,2,151
2,2015-05-21,9,2015-05-26,2,152
3,2015-05-14,5,2015-05-19,2,145
3,2015-05-14,7,2015-05-20,2,146
3,2015-05-14,11,2015-05-21,2,147
3,2015-06-02,14,2015-06-11,8,168
3,2015-06-02,11,2015-06-12,11,169
3,2015-06-02,15,2015-06-13,10,170
3,2015-06-08,0,2015-06-08,2,165
4,2015-10-14,1,2015-10-14,3,293
4,2015-10-14,1,2015-10-15,3,294
4,2015-10-14,2,2015-10-16,3,295
3,2015-10-23,23,2015-11-10,1,320
3,2015-10-23,20,2015-11-11,3,321
3,2015-10-23,22,2015-11-12,2,322
3,2015-10-23,26,2015-11-13,7,323
6,2015-10-24,3,2015-10-24,5,303
14,2015-12-04,25,2015-12-24,12,364
14,2015-12-04,22,2015-12-25,14,365
14,2015-12-04,26,2015-12-26,7,366
14,2015-12-04,24,2015-12-27,4,367
14,2015-12-04,29,2015-12-28,3,368
14,2015-12-04,28,2015-12-29,3,369
4,2015-12-02,11,2015-12-13,5,353
5,2015-11-25,5,2015-11-28,2,338
5,2015-11-25,6,2015-11-29,2,339
5,2015-11-25,8,2015-11-30,2,340
5,2015-11-25,10,2015-12-01,1,341
5,2015-11-25,7,2015-12-02,2,342
5,2015-11-25,11,2015-12-03,2,343
5,2015-11-25,13,2015-12-04,3,344
4,2015-06-08,1,2015-06-09,2,166
3,2015-06-10,2,2015-06-12,12,169
3,2015-05-31,2,2015-05-31,5,157
3,2015-05-31,6,2015-06-01,7,158
3,2015-05-31,2,2015-06-02,7,159
3,2015-05-31,3,2015-06-03,5,160
8,2015-06-21,0,2015-06-21,2,178
8,2015-06-21,2,2015-06-22,2,179
3,2015-06-24,3,2015-06-24,2,181
3,2015-06-24,3,2015-06-25,4,182
4,2015-06-13,3,2015-06-13,11,170
4,2015-08-02,2,2015-08-02,1,220
3,2015-07-27,9,2015-08-01,2,219
13,2014-12-17,12,2014-12-26,1,1
13,2014-12-17,10,2014-12-27,1,2
13,2014-12-17,16,2014-12-28,1,3
13,2014-12-17,15,2014-12-29,1,4
13,2014-12-17,13,2014-12-30,1,5
13,2014-12-17,15,2014-12-31,1,6
13,2014-12-17,16,2015-01-01,1,7
13,2014-12-17,19,2015-01-02,5,8
12,2015-01-12,26,2015-02-03,8,40
12,2015-01-12,26,2015-02-04,9,41
12,2015-01-12,29,2015-02-05,12,42
12,2015-01-12,25,2015-02-06,13,43
7,2015-01-23,3,2015-01-23,9,29
7,2015-01-23,2,2015-01-24,14,30
19,2015-02-15,20,2015-03-03,9,68
19,2015-02-15,20,2015-03-04,10,69
19,2015-02-15,22,2015-03-05,9,70
19,2015-02-15,20,2015-03-06,9,71
7,2015-03-16,14,2015-03-30,5,95
7,2015-03-16,18,2015-03-31,8,96
7,2015-03-16,17,2015-04-01,6,97
9,2015-03-18,8,2015-03-22,4,87
9,2015-03-18,7,2015-03-23,4,88
9,2015-03-18,9,2015-03-24,7,89
9,2015-03-18,10,2015-03-25,7,90
9,2015-03-18,12,2015-03-26,7,91
13,2015-03-21,5,2015-03-21,5,86
10,2015-03-10,6,2015-03-13,8,78
7,2015-03-02,5,2015-03-02,12,67
6,2015-04-09,3,2015-04-12,1,108
6,2015-03-31,4,2015-04-03,2,99
6,2015-03-31,8,2015-04-04,4,100
3,2015-04-27,28,2015-05-25,3,151
9,2015-01-17,21,2015-02-06,14,43
9,2015-01-17,21,2015-02-07,13,44
9,2015-01-17,25,2015-02-08,8,45
7,2015-02-04,0,2015-02-04,10,41
7,2015-02-04,3,2015-02-05,13,42
12,2015-01-28,1,2015-01-28,6,34
12,2015-01-28,6,2015-01-29,9,35
12,2015-01-28,3,2015-01-30,9,36
12,2015-01-28,7,2015-01-31,8,37
12,2015-01-28,6,2015-02-01,5,38
12,2015-01-28,8,2015-02-02,8,39
12,2015-01-28,9,2015-02-03,9,40
10,2015-01-21,7,2015-01-25,6,31
10,2015-01-21,10,2015-01-26,5,32
10,2015-01-21,9,2015-01-27,5,33
6,2015-01-23,0,2015-01-23,10,29
6,2015-01-23,3,2015-01-24,15,30
7,2015-02-22,19,2015-03-13,9,78
7,2015-02-22,24,2015-03-14,7,79
7,2015-02-16,0,2015-02-16,6,53
7,2015-02-16,3,2015-02-17,9,54
9,2015-02-10,27,2015-03-06,10,71
9,2015-02-10,28,2015-03-07,10,72
9,2015-02-10,28,2015-03-08,7,73
10,2015-02-10,31,2015-03-09,7,74
10,2015-02-10,30,2015-03-10,7,75
10,2015-02-10,30,2015-03-11,7,76
10,2015-02-10,34,2015-03-12,7,77
11,2015-03-18,6,2015-03-23,5,88
11,2015-03-18,10,2015-03-24,8,89
11,2015-03-18,9,2015-03-25,8,90
3,2015-06-02,12,2015-06-11,9,168
3,2015-06-02,12,2015-06-12,13,169
3,2015-06-02,14,2015-06-13,12,170
3,2015-06-02,15,2015-06-14,5,171
3,2015-06-07,1,2015-06-07,5,164
3,2015-05-16,15,2015-05-29,4,155
3,2015-05-16,15,2015-05-30,7,156
3,2015-05-16,18,2015-05-31,6,157
3,2015-05-16,17,2015-06-01,8,158
3,2015-05-16,20,2015-06-02,8,159
3,2015-05-16,22,2015-06-03,6,160
3,2015-05-16,24,2015-06-04,8,161
3,2015-05-16,24,2015-06-05,8,162
3,2015-05-16,21,2015-06-06,8,163
5,2015-06-21,2,2015-06-21,3,178
5,2015-06-21,3,2015-06-22,3,179
5,2015-06-29,4,2015-06-29,2,186
6,2015-06-12,6,2015-06-16,2,173
6,2015-06-12,10,2015-06-17,2,174
6,2015-06-12,8,2015-06-18,2,175
14,2015-12-28,4,2015-12-29,4,369
14,2015-12-28,6,2015-12-30,2,370
2,2015-10-25,3,2015-10-27,3,306
2,2015-10-25,5,2015-10-28,2,307
2,2015-10-25,5,2015-10-29,3,308
4,2015-12-05,6,2015-12-06,2,346
28,2015-12-22,10,2015-12-30,3,370
28,2015-12-22,9,2015-12-31,2,371
28,2015-12-22,14,2016-01-01,2,372
3,2015-06-02,12,2015-06-11,10,168
3,2015-06-02,13,2015-06-12,14,169
3,2015-06-02,12,2015-06-13,13,170
3,2015-05-28,14,2015-06-06,9,163
4,2015-06-29,5,2015-06-29,3,186
6,2015-06-12,7,2015-06-16,3,173
6,2015-06-12,6,2015-06-17,3,174
6,2015-06-12,6,2015-06-18,3,175
8,2015-07-23,4,2015-07-23,3,210
8,2015-07-23,3,2015-07-24,2,211
8,2015-07-23,4,2015-07-25,3,212
5,2015-08-22,32,2015-09-19,1,268
5,2015-08-22,34,2015-09-20,1,269
5,2015-08-22,33,2015-09-21,1,270
5,2015-10-14,8,2015-10-18,1,297
5,2015-10-14,8,2015-10-19,1,298
5,2015-10-14,9,2015-10-20,1,299
5,2015-10-14,11,2015-10-21,1,300
5,2015-10-14,8,2015-10-22,1,301
5,2015-10-14,14,2015-10-23,1,302
10,2014-12-12,31,2015-01-09,5,15
10,2014-12-12,29,2015-01-10,4,16
10,2014-12-12,33,2015-01-11,1,17
10,2014-12-12,34,2015-01-12,1,18
10,2014-12-12,36,2015-01-13,1,19
10,2014-12-12,37,2015-01-14,1,20
13,2014-12-27,2,2014-12-27,2,2
13,2014-12-27,2,2014-12-28,2,3
13,2014-12-27,3,2014-12-29,2,4
13,2014-12-27,4,2014-12-30,2,5
13,2014-12-27,5,2014-12-31,2,6
13,2014-12-27,7,2015-01-01,2,7
12,2015-01-12,23,2015-02-03,10,40
12,2015-01-12,28,2015-02-04,11,41
12,2015-01-12,25,2015-02-05,14,42
12,2015-01-12,27,2015-02-06,15,43
16,2015-02-07,2,2015-02-07,14,44
10,2015-01-27,10,2015-02-01,6,38
10,2015-01-21,9,2015-01-27,6,33
10,2015-01-21,11,2015-01-28,7,34
10,2015-01-21,12,2015-01-29,10,35
16,2015-02-25,1,2015-02-25,5,62
16,2015-02-25,4,2015-02-26,5,63
16,2015-02-25,4,2015-02-27,6,64
10,2015-03-02,15,2015-03-13,10,78
10,2015-03-02,16,2015-03-14,8,79
4,2015-04-11,5,2015-04-11,1,107
4,2015-04-11,5,2015-04-12,2,108
5,2015-03-30,6,2015-03-31,9,96
5,2015-03-30,3,2015-04-01,7,97
5,2015-03-30,3,2015-04-02,6,98
5,2015-03-23,4,2015-03-26,8,91
5,2015-03-23,7,2015-03-27,7,92
5,2015-03-23,7,2015-03-28,9,93
10,2015-03-16,10,2015-03-23,6,88
10,2015-03-16,9,2015-03-24,9,89
10,2015-03-16,14,2015-03-25,9,90
5,2015-05-07,5,2015-05-09,3,135
6,2015-04-27,3,2015-04-27,2,123
4,2015-11-25,2,2015-11-26,1,336
3,2015-11-17,5,2015-11-17,1,327
12,2015-12-29,2,2015-12-30,4,370
14,2015-12-22,5,2015-12-25,15,365
14,2015-12-22,7,2015-12-26,8,366
4,2015-07-22,3,2015-07-22,4,209
5,2015-07-23,4,2015-07-23,4,210
3,2015-09-30,3,2015-10-02,4,281
3,2015-09-30,7,2015-10-03,4,282
5,2015-10-02,11,2015-10-11,2,290
3,2015-10-15,19,2015-11-03,1,313
5,2015-10-08,15,2015-10-18,2,297
5,2015-10-08,11,2015-10-19,2,298
5,2015-10-08,13,2015-10-20,2,299
5,2015-10-08,14,2015-10-21,2,300
5,2015-10-08,19,2015-10-22,2,301
5,2015-10-08,15,2015-10-23,2,302
3,2015-11-04,9,2015-11-10,2,320
3,2015-11-04,11,2015-11-11,4,321
7,2015-01-27,4,2015-01-27,7,33
7,2015-01-27,5,2015-01-28,8,34
8,2015-01-23,0,2015-01-23,11,29
8,2015-01-23,6,2015-01-24,16,30
7,2015-02-22,19,2015-03-13,11,78
7,2015-02-22,20,2015-03-14,9,79
6,2015-03-21,1,2015-03-22,5,87
6,2015-03-21,4,2015-03-23,7,88
6,2015-03-21,7,2015-03-24,10,89
6,2015-03-21,8,2015-03-25,10,90
6,2015-03-21,9,2015-03-26,9,91
11,2015-03-01,0,2015-03-01,8,66
11,2015-03-01,6,2015-03-02,13,67
11,2015-03-01,4,2015-03-03,10,68
11,2015-03-01,6,2015-03-04,11,69
11,2015-03-01,5,2015-03-05,10,70
11,2015-03-01,9,2015-03-06,11,71
8,2015-03-14,5,2015-03-15,3,80
8,2015-03-14,4,2015-03-16,2,81
8,2015-03-14,4,2015-03-17,4,82
8,2015-03-14,9,2015-03-18,4,83
8,2015-03-14,5,2015-03-19,4,84
8,2015-03-14,10,2015-03-20,5,85
5,2015-05-07,6,2015-05-09,4,135
3,2015-06-02,12,2015-06-11,11,168
3,2015-06-02,12,2015-06-12,15,169
3,2015-06-02,16,2015-06-13,14,170
7,2015-06-10,10,2015-06-15,2,172
7,2015-06-10,10,2015-06-16,4,173
7,2015-06-10,11,2015-06-17,4,174
7,2015-06-10,11,2015-06-18,4,175
7,2015-06-10,11,2015-06-19,2,176
12,2015-11-23,27,2015-12-20,8,360
12,2015-11-23,32,2015-12-21,6,361
12,2015-11-23,32,2015-12-22,7,362
12,2015-11-23,35,2015-12-23,8,363
12,2015-11-23,36,2015-12-24,13,364
12,2015-11-23,35,2015-12-25,16,365
12,2015-11-23,34,2015-12-26,9,366
12,2015-11-23,35,2015-12-27,5,367
4,2015-11-24,1,2015-11-25,1,335
3,2015-11-20,10,2015-11-26,2,336
4,2015-11-07,3,2015-11-08,2,318
5,2015-07-19,6,2015-07-23,5,210
5,2015-07-19,6,2015-07-24,3,211
5,2015-07-19,8,2015-07-25,4,212
5,2015-07-19,12,2015-07-26,2,213
5,2015-07-19,8,2015-07-27,1,214
5,2015-07-19,14,2015-07-28,1,215
5,2015-07-19,15,2015-07-29,1,216
4,2015-06-10,5,2015-06-10,2,167
10,2015-03-19,0,2015-03-19,5,84
10,2015-03-19,3,2015-03-20,6,85
10,2015-03-19,6,2015-03-21,6,86
6,2015-03-21,5,2015-03-22,6,87
6,2015-03-21,6,2015-03-23,8,88
6,2015-03-21,3,2015-03-24,11,89
6,2015-03-21,6,2015-03-25,11,90
6,2015-03-21,9,2015-03-26,10,91
6,2015-03-21,6,2015-03-27,8,92
9,2015-02-08,13,2015-02-16,7,53
9,2015-02-08,13,2015-02-17,10,54
9,2015-02-08,12,2015-02-18,9,55
9,2015-02-08,12,2015-02-19,12,56
9,2015-01-21,7,2015-01-23,12,29
9,2015-01-21,6,2015-01-24,17,30
9,2015-01-23,1,2015-01-24,18,30
9,2015-01-23,7,2015-01-25,7,31
9,2015-01-23,4,2015-01-26,6,32
9,2015-01-23,8,2015-01-27,8,33
11,2015-01-19,13,2015-01-29,11,35
11,2015-01-19,12,2015-01-30,10,36
11,2015-01-19,14,2015-01-31,9,37
11,2015-01-19,17,2015-02-01,7,38
12,2015-01-12,22,2015-02-03,11,40
12,2015-01-12,28,2015-02-04,12,41
12,2015-01-12,24,2015-02-05,15,42
12,2015-01-12,27,2015-02-06,16,43
3,2015-06-02,13,2015-06-11,12,168
3,2015-06-02,15,2015-06-12,16,169
3,2015-06-02,15,2015-06-13,15,170
3,2015-06-02,13,2015-06-14,6,171
4,2015-06-08,1,2015-06-08,3,165
3,2015-05-06,5,2015-05-08,3,134
3,2015-05-07,4,2015-05-07,3,133
5,2015-04-07,22,2015-04-25,1,121
5,2015-04-07,19,2015-04-26,1,122
5,2015-04-16,4,2015-04-18,2,114
5,2015-04-16,6,2015-04-19,2,115
5,2015-03-31,32,2015-04-30,3,126
5,2015-03-31,33,2015-05-01,3,127
5,2015-03-31,32,2015-05-02,3,128
22,2015-02-25,4,2015-02-26,6,63
9,2015-02-08,8,2015-02-16,8,53
9,2015-02-08,14,2015-02-17,11,54
9,2015-02-08,11,2015-02-18,10,55
9,2015-02-08,14,2015-02-19,13,56
8,2015-02-04,1,2015-02-04,13,41
8,2015-02-04,3,2015-02-05,16,42
8,2015-02-04,5,2015-02-06,17,43
8,2015-01-25,7,2015-01-30,11,36
8,2015-01-25,11,2015-01-31,10,37
8,2015-01-25,7,2015-02-01,8,38
8,2015-01-25,11,2015-02-02,9,39
9,2015-01-21,3,2015-01-23,13,29
9,2015-01-21,7,2015-01-24,19,30
