Стоимость тарифа,Дата создания,Глубина бронирования,Дата заезда,День,Количество бронирований
3,2017-11-23,4,2017-11-24,12,1065
3,2017-11-23,7,2017-11-25,19,1066
3,2017-11-23,2,2017-11-23,5,1064
3,2017-11-23,3,2017-11-24,13,1065
3,2017-11-23,3,2017-11-25,20,1066
8,2017-12-17,3,2017-12-17,8,1088
14,2017-12-17,23,2018-01-09,9,1111
14,2017-12-17,28,2018-01-10,9,1112
12,2018-01-18,13,2018-01-26,14,1128
12,2018-01-18,11,2018-01-27,17,1129
12,2018-01-18,13,2018-01-28,17,1130
4,2017-10-08,7,2017-10-14,16,1024
5,2017-10-01,3,2017-10-04,2,1014
1,2017-10-14,1,2017-10-14,17,1024
4,2017-10-25,8,2017-10-31,11,1041
3,2017-11-30,3,2017-12-03,13,1074
3,2017-11-30,4,2017-12-04,5,1075
3,2017-11-30,6,2017-12-05,5,1076
3,2017-11-30,7,2017-12-06,3,1077
4,2017-12-20,4,2017-12-20,13,1091
7,2017-12-14,4,2017-12-17,9,1088
6,2017-12-14,5,2017-12-18,6,1089
6,2017-12-14,8,2017-12-19,9,1090
12,2017-12-31,5,2018-01-04,11,1106
12,2017-12-31,7,2018-01-05,13,1107
12,2017-12-31,8,2018-01-06,14,1108
12,2017-12-31,8,2018-01-07,17,1109
12,2017-12-31,12,2018-01-08,10,1110
12,2017-12-31,11,2018-01-09,10,1111
12,2017-12-31,15,2018-01-10,10,1112
12,2017-12-31,16,2018-01-11,11,1113
12,2017-12-31,13,2018-01-12,13,1114
5,2017-09-22,30,2017-10-19,12,1029
5,2017-09-22,32,2017-10-20,10,1030
5,2017-09-22,32,2017-10-21,8,1031
5,2017-09-22,18,2017-10-08,5,1018
5,2017-09-22,17,2017-10-09,16,1019
5,2017-09-22,19,2017-10-10,17,1020
5,2017-10-15,31,2017-11-11,10,1052
5,2017-10-15,31,2017-11-12,4,1053
5,2017-10-15,31,2017-11-13,4,1054
5,2017-10-15,32,2017-11-14,8,1055
4,2017-10-27,3,2017-10-27,9,1037
4,2017-10-27,2,2017-10-28,11,1038
4,2017-10-27,6,2017-10-29,8,1039
5,2017-11-21,6,2017-11-27,4,1068
5,2017-11-21,11,2017-11-28,3,1069
5,2017-11-21,9,2017-11-29,7,1070
5,2017-11-21,14,2017-11-30,13,1071
5,2017-11-21,13,2017-12-01,16,1072
5,2017-11-21,16,2017-12-02,21,1073
4,2017-11-22,0,2017-11-22,4,1063
3,2017-11-10,9,2017-11-17,4,1058
3,2017-11-10,11,2017-11-18,11,1059
3,2017-11-10,11,2017-11-19,4,1060
3,2017-11-10,12,2017-11-20,6,1061
3,2017-11-10,11,2017-11-21,5,1062
3,2017-11-10,12,2017-11-22,5,1063
3,2017-11-10,18,2017-11-23,6,1064
3,2017-11-10,17,2017-11-24,14,1065
3,2017-11-10,19,2017-11-25,21,1066
3,2017-11-10,20,2017-11-26,6,1067
3,2017-11-15,3,2017-11-16,3,1057
3,2017-11-15,3,2017-11-17,5,1058
3,2017-11-15,6,2017-11-18,12,1059
5,2017-12-01,7,2017-12-04,6,1075
5,2017-12-01,7,2017-12-05,6,1076
14,2018-01-09,4,2018-01-09,11,1111
14,2018-01-09,5,2018-01-10,11,1112
23,2018-01-02,6,2018-01-06,15,1108
23,2018-01-02,10,2018-01-07,18,1109
23,2018-01-02,11,2018-01-08,11,1110
10,2018-01-03,19,2018-01-18,16,1120
10,2018-01-03,16,2018-01-19,20,1121
10,2018-01-03,18,2018-01-20,17,1122
10,2018-01-03,21,2018-01-21,11,1123
4,2017-10-08,17,2017-10-23,4,1033
4,2017-10-24,14,2017-11-04,14,1045
4,2017-10-24,17,2017-11-05,22,1046
4,2017-10-24,15,2017-11-06,9,1047
5,2017-10-20,6,2017-10-21,9,1031
5,2017-10-17,10,2017-10-25,2,1035
5,2017-10-17,12,2017-10-26,4,1036
5,2017-10-17,10,2017-10-27,10,1037
5,2017-10-17,14,2017-10-28,12,1038
5,2017-10-17,15,2017-10-29,9,1039
5,2017-10-17,16,2017-10-30,10,1040
5,2017-10-17,19,2017-10-31,12,1041
5,2017-10-17,19,2017-11-01,6,1042
14,2017-12-23,2,2017-12-23,3,1094
41,2017-12-08,29,2018-01-01,15,1103
41,2017-12-08,29,2018-01-02,9,1104
41,2017-12-08,29,2018-01-03,11,1105
41,2017-12-08,31,2018-01-04,12,1106
15,2017-12-31,23,2018-01-21,12,1123
15,2017-12-31,23,2018-01-22,12,1124
15,2017-12-31,26,2018-01-23,13,1125
15,2017-12-31,28,2018-01-24,13,1126
15,2017-12-31,30,2018-01-25,13,1127
15,2017-12-31,29,2018-01-26,15,1128
3,2018-01-01,4,2018-01-01,16,1103
3,2018-01-01,2,2018-01-02,10,1104
3,2018-01-01,6,2018-01-03,12,1105
3,2018-01-01,3,2018-01-04,13,1106
22,2017-12-22,4,2017-12-24,6,1095
22,2017-12-22,4,2017-12-25,12,1096
22,2017-12-22,7,2017-12-26,12,1097
22,2017-12-22,9,2017-12-27,15,1098
22,2017-12-22,6,2017-12-28,13,1099
22,2017-12-22,8,2017-12-29,14,1100
22,2017-12-22,10,2017-12-30,12,1101
4,2017-10-08,17,2017-10-23,5,1033
5,2017-09-27,28,2017-10-24,4,1034
5,2017-09-27,30,2017-10-25,3,1035
5,2017-09-27,29,2017-10-26,5,1036
4,2017-09-29,17,2017-10-15,5,1025
4,2017-09-29,17,2017-10-16,5,1026
4,2017-09-29,18,2017-10-17,8,1027
4,2017-09-29,19,2017-10-18,9,1028
4,2017-09-29,24,2017-10-19,13,1029
4,2017-09-29,26,2017-10-20,11,1030
4,2017-09-29,25,2017-10-21,10,1031
4,2017-09-29,7,2017-10-02,6,1012
4,2017-09-29,4,2017-10-03,6,1013
3,2017-10-09,5,2017-10-10,18,1020
3,2017-10-06,2,2017-10-08,6,1018
3,2017-10-06,6,2017-10-09,17,1019
1,2017-11-01,2,2017-11-01,7,1042
1,2017-11-01,6,2017-11-02,4,1043
4,2017-10-16,17,2017-10-28,13,1038
4,2017-10-16,13,2017-10-29,10,1039
4,2017-10-16,17,2017-10-30,11,1040
4,2017-10-17,21,2017-11-05,23,1046
4,2017-10-17,21,2017-11-06,10,1047
4,2017-10-17,24,2017-11-07,6,1048
4,2017-10-17,27,2017-11-08,2,1049
4,2017-10-17,25,2017-11-09,2,1050
4,2017-10-17,26,2017-11-10,5,1051
4,2017-10-17,28,2017-11-11,11,1052
4,2017-11-11,11,2017-11-22,6,1063
4,2017-11-11,17,2017-11-23,7,1064
10,2017-12-11,9,2017-12-15,1,1086
5,2017-10-07,3,2017-10-09,18,1019
5,2017-10-07,4,2017-10-10,19,1020
4,2017-10-07,15,2017-10-20,12,1030
4,2017-10-07,16,2017-10-21,11,1031
4,2017-10-07,19,2017-10-22,3,1032
4,2017-10-07,17,2017-10-23,6,1033
7,2017-10-13,21,2017-11-03,9,1044
7,2017-10-13,24,2017-11-04,15,1045
3,2017-10-13,14,2017-10-25,4,1035
3,2017-10-13,14,2017-10-26,6,1036
3,2017-10-13,18,2017-10-27,11,1037
3,2017-11-09,21,2017-11-28,4,1069
3,2017-11-09,20,2017-11-29,8,1070
3,2017-11-09,21,2017-11-30,14,1071
3,2017-11-09,22,2017-12-01,17,1072
1,2017-10-25,3,2017-10-25,5,1035
1,2017-10-25,2,2017-10-26,7,1036
1,2017-10-25,6,2017-10-27,12,1037
1,2017-10-20,4,2017-10-20,13,1030
1,2017-10-20,3,2017-10-21,12,1031
4,2017-11-30,7,2017-12-02,22,1073
4,2017-11-30,7,2017-12-03,14,1074
4,2017-11-25,4,2017-11-25,22,1066
15,2017-12-09,17,2017-12-23,4,1094
15,2017-12-09,18,2017-12-24,7,1095
15,2017-12-09,18,2017-12-25,13,1096
15,2017-12-09,18,2017-12-26,13,1097
15,2017-12-09,20,2017-12-27,16,1098
21,2017-12-10,29,2018-01-03,13,1105
21,2017-12-10,25,2018-01-04,14,1106
21,2017-12-10,27,2018-01-05,14,1107
21,2017-12-10,27,2018-01-06,16,1108
21,2017-12-10,33,2018-01-07,19,1109
4,2017-12-20,1,2017-12-20,14,1091
12,2018-01-20,2,2018-01-21,13,1123
12,2018-01-20,2,2018-01-22,13,1124
12,2018-01-20,8,2018-01-23,14,1125
5,2017-10-05,14,2017-10-19,14,1029
5,2017-10-05,16,2017-10-20,14,1030
5,2017-10-05,19,2017-10-21,13,1031
4,2017-10-01,6,2017-10-03,7,1013
4,2017-10-01,5,2017-10-04,3,1014
4,2017-10-09,10,2017-10-17,9,1027
4,2017-10-09,11,2017-10-18,10,1028
4,2017-10-11,7,2017-10-13,9,1023
4,2017-10-11,3,2017-10-14,18,1024
4,2017-10-11,4,2017-10-15,6,1025
4,2017-10-26,20,2017-11-13,5,1054
4,2017-10-26,24,2017-11-14,9,1055
4,2017-10-26,22,2017-11-15,4,1056
4,2017-10-26,22,2017-11-16,4,1057
4,2017-11-30,4,2017-12-02,23,1073
4,2017-11-30,4,2017-12-03,15,1074
4,2017-11-24,5,2017-11-25,23,1066
3,2017-11-18,5,2017-11-18,13,1059
7,2017-11-21,20,2017-12-07,3,1078
7,2017-11-21,22,2017-12-08,1,1079
3,2017-11-10,20,2017-11-29,9,1070
3,2017-11-10,22,2017-11-30,15,1071
3,2017-11-10,25,2017-12-01,18,1072
4,2017-11-15,2,2017-11-17,6,1058
7,2017-12-15,3,2017-12-15,2,1086
7,2017-12-15,6,2017-12-16,2,1087
7,2017-12-15,6,2017-12-17,10,1088
8,2018-09-18,8,2018-09-23,3,1368
6,2018-03-19,7,2018-03-25,9,1186
6,2018-03-19,9,2018-03-26,10,1187
6,2018-03-19,11,2018-03-27,9,1188
6,2018-03-19,10,2018-03-28,13,1189
6,2018-03-19,14,2018-03-29,17,1190
5,2018-04-10,5,2018-04-15,3,1207
5,2018-04-10,9,2018-04-16,2,1208
1,2018-05-18,6,2018-05-18,1,1240
1,2018-05-18,7,2018-05-19,2,1241
3,2018-04-24,0,2018-04-24,9,1216
3,2018-04-24,6,2018-04-25,11,1217
4,2018-04-19,0,2018-04-19,6,1211
4,2018-04-19,3,2018-04-20,3,1212
7,2018-06-08,19,2018-06-25,4,1278
7,2018-06-08,22,2018-06-26,4,1279
7,2018-06-08,22,2018-06-27,3,1280
7,2018-06-08,20,2018-06-28,3,1281
7,2018-06-08,24,2018-06-29,4,1282
4,2018-06-02,10,2018-06-09,7,1262
4,2018-06-02,9,2018-06-10,11,1263
3,2018-05-25,6,2018-05-27,10,1249
3,2018-05-25,3,2018-05-28,5,1250
5,2018-08-06,30,2018-08-31,9,1345
5,2018-08-06,30,2018-09-01,8,1346
4,2017-10-23,13,2017-11-03,10,1044
4,2017-11-23,3,2017-11-23,8,1064
4,2017-11-25,1,2017-11-25,24,1066
5,2017-11-16,17,2017-12-02,24,1073
13,2018-01-14,18,2018-01-29,19,1131
13,2018-01-14,20,2018-01-30,17,1132
13,2018-01-14,21,2018-01-31,17,1133
12,2018-01-09,3,2018-01-09,12,1111
1,2017-12-30,5,2017-12-30,13,1101
1,2017-12-30,5,2017-12-31,13,1102
1,2017-12-30,2,2018-01-01,17,1103
1,2017-12-30,7,2018-01-02,11,1104
1,2017-12-30,6,2018-01-03,14,1105
1,2017-12-30,9,2018-01-04,15,1106
7,2018-09-09,1,2018-09-10,8,1355
5,2018-09-02,29,2018-09-28,5,1373
5,2018-04-28,15,2018-05-08,4,1230
5,2018-04-28,15,2018-05-09,2,1231
5,2018-04-28,12,2018-05-10,1,1232
5,2018-04-28,18,2018-05-11,5,1233
6,2018-04-16,3,2018-04-19,7,1211
3,2018-05-28,4,2018-05-30,6,1252
3,2018-05-28,5,2018-05-31,6,1253
5,2018-06-01,13,2018-06-10,12,1263
5,2018-06-01,14,2018-06-11,11,1264
5,2018-06-01,15,2018-06-12,6,1265
3,2018-07-04,3,2018-07-07,8,1290
3,2018-07-04,8,2018-07-08,3,1291
3,2018-07-04,5,2018-07-09,5,1292
3,2018-07-04,11,2018-07-10,10,1293
7,2018-07-23,11,2018-07-31,7,1314
7,2018-07-23,12,2018-08-01,3,1315
5,2017-10-12,6,2017-10-14,19,1024
4,2017-11-23,3,2017-11-23,9,1064
4,2017-11-15,19,2017-11-30,16,1071
4,2017-11-15,21,2017-12-01,19,1072
4,2017-11-15,20,2017-12-02,25,1073
4,2017-11-15,21,2017-12-03,16,1074
22,2018-01-30,1,2018-01-31,18,1133
22,2018-01-30,4,2018-02-01,14,1134
22,2018-01-30,7,2018-02-02,15,1135
4,2017-10-19,14,2017-10-29,11,1039
4,2017-10-19,14,2017-10-30,12,1040
4,2017-10-19,16,2017-10-31,13,1041
5,2017-10-12,4,2017-10-14,20,1024
3,2017-11-07,1,2017-11-07,7,1048
3,2017-11-07,3,2017-11-08,3,1049
3,2017-11-07,6,2017-11-09,3,1050
3,2017-11-08,3,2017-11-10,6,1051
4,2017-11-15,17,2017-12-01,20,1072
4,2017-11-15,21,2017-12-02,26,1073
4,2017-11-15,23,2017-12-03,17,1074
18,2018-01-01,8,2018-01-06,17,1108
18,2018-01-01,8,2018-01-07,20,1109
30,2018-02-07,14,2018-02-20,9,1153
30,2018-02-07,17,2018-02-21,9,1154
30,2018-02-07,20,2018-02-22,9,1155
30,2018-02-07,18,2018-02-23,13,1156
6,2018-03-27,16,2018-04-08,3,1200
6,2018-03-27,13,2018-04-09,5,1201
6,2018-03-27,15,2018-04-10,6,1202
6,2018-03-27,19,2018-04-11,10,1203
5,2018-06-10,3,2018-06-10,13,1263
3,2018-05-28,4,2018-05-30,7,1252
3,2018-05-28,3,2018-05-31,7,1253
4,2018-08-07,33,2018-09-04,5,1349
4,2018-08-07,34,2018-09-05,5,1350
4,2018-08-07,35,2018-09-06,5,1351
4,2018-08-07,31,2018-09-07,6,1352
4,2018-09-03,1,2018-09-03,7,1348
9,2018-09-21,9,2018-09-26,3,1371
8,2018-09-17,10,2018-09-24,1,1369
8,2018-09-17,8,2018-09-25,2,1370
7,2018-07-31,12,2018-08-12,4,1326
7,2018-07-31,15,2018-08-13,4,1327
7,2018-07-31,19,2018-08-14,5,1328
7,2018-07-31,17,2018-08-15,6,1329
7,2018-07-31,19,2018-08-16,10,1330
5,2018-08-17,26,2018-09-10,9,1355
7,2018-09-07,10,2018-09-16,12,1361
7,2018-09-07,15,2018-09-17,13,1362
5,2018-09-05,10,2018-09-11,5,1356
5,2018-09-05,12,2018-09-12,4,1357
14,2018-01-12,27,2018-02-07,12,1140
14,2018-01-12,29,2018-02-08,19,1141
14,2018-01-12,29,2018-02-09,19,1142
14,2018-01-12,30,2018-02-10,18,1143
18,2018-01-01,8,2018-01-06,18,1108
18,2018-01-01,11,2018-01-07,21,1109
20,2018-01-24,6,2018-01-26,16,1128
17,2018-01-17,8,2018-01-22,14,1124
17,2018-01-17,11,2018-01-23,15,1125
17,2018-01-17,9,2018-01-24,14,1126
17,2018-01-17,8,2018-01-25,14,1127
1,2018-02-22,2,2018-02-22,10,1155
1,2018-02-22,2,2018-02-23,14,1156
1,2018-02-22,6,2018-02-24,13,1157
4,2018-04-11,14,2018-04-23,3,1215
4,2018-04-11,17,2018-04-24,10,1216
4,2017-10-11,27,2017-11-04,16,1045
4,2017-10-11,26,2017-11-05,24,1046
4,2017-11-07,4,2017-11-07,8,1048
4,2017-11-07,5,2017-11-08,4,1049
4,2017-11-07,6,2017-11-09,4,1050
4,2017-11-08,7,2017-11-10,7,1051
4,2017-12-14,2,2017-12-14,10,1085
5,2018-09-03,24,2018-09-23,4,1368
5,2018-09-03,24,2018-09-24,2,1369
5,2018-09-03,27,2018-09-25,3,1370
5,2018-09-03,28,2018-09-26,4,1371
5,2018-09-03,28,2018-09-27,5,1372
3,2018-08-29,3,2018-08-29,9,1343
3,2018-08-29,1,2018-08-30,5,1344
6,2018-08-23,26,2018-09-16,13,1361
6,2018-08-23,30,2018-09-17,14,1362
6,2018-08-23,30,2018-09-18,17,1363
6,2018-08-23,27,2018-09-19,7,1364
6,2018-08-23,30,2018-09-20,6,1365
5,2018-07-30,24,2018-08-23,12,1337
5,2018-07-30,29,2018-08-24,10,1338
5,2018-07-30,26,2018-08-25,8,1339
3,2018-07-30,2,2018-07-31,8,1314
3,2018-07-30,3,2018-08-01,4,1315
5,2018-07-05,1,2018-07-06,5,1289
5,2018-07-05,5,2018-07-07,9,1290
5,2018-07-05,8,2018-07-08,4,1291
5,2018-07-05,4,2018-07-09,6,1292
5,2018-05-17,30,2018-06-11,12,1264
4,2018-04-05,6,2018-04-11,11,1203
4,2018-04-05,11,2018-04-12,11,1204
15,2018-03-26,5,2018-03-28,14,1189
15,2018-03-26,3,2018-03-29,18,1190
12,2018-01-26,3,2018-01-28,18,1130
12,2018-01-26,6,2018-01-29,20,1131
20,2018-01-17,14,2018-01-26,17,1128
20,2018-01-17,15,2018-01-27,18,1129
1,2017-12-30,5,2017-12-30,14,1101
1,2017-12-30,1,2017-12-31,14,1102
1,2017-12-30,4,2018-01-01,18,1103
1,2017-12-30,8,2018-01-02,12,1104
1,2017-12-30,6,2018-01-03,15,1105
1,2017-12-30,10,2018-01-04,16,1106
4,2017-11-08,5,2017-11-09,5,1050
4,2017-11-08,5,2017-11-10,8,1051
3,2017-11-04,1,2017-11-04,17,1045
3,2017-11-04,3,2017-11-05,25,1046
4,2017-10-11,28,2017-11-04,18,1045
4,2017-10-11,30,2017-11-05,26,1046
5,2018-06-18,11,2018-06-29,5,1282
5,2018-06-18,12,2018-06-30,2,1283
5,2018-06-18,15,2018-07-01,2,1284
5,2018-06-18,14,2018-07-02,3,1285
8,2018-09-21,5,2018-09-26,5,1371
8,2018-09-17,7,2018-09-24,3,1369
8,2018-09-17,9,2018-09-25,4,1370
3,2018-09-11,6,2018-09-12,5,1357
3,2018-08-21,5,2018-08-23,13,1337
3,2018-08-21,8,2018-08-24,11,1338
3,2018-08-21,6,2018-08-25,9,1339
3,2018-08-21,7,2018-08-26,7,1340
6,2018-08-23,28,2018-09-16,14,1361
6,2018-08-23,27,2018-09-17,15,1362
6,2018-08-23,30,2018-09-18,18,1363
6,2018-08-23,29,2018-09-19,8,1364
6,2018-08-23,30,2018-09-20,7,1365
6,2018-08-15,5,2018-08-18,8,1332
6,2018-05-23,8,2018-05-29,3,1251
6,2018-05-23,7,2018-05-30,8,1252
6,2018-05-23,8,2018-05-31,8,1253
6,2018-05-23,14,2018-06-01,6,1254
6,2018-05-23,11,2018-06-02,3,1255
6,2018-05-23,11,2018-06-03,5,1256
6,2018-05-23,17,2018-06-04,5,1257
4,2018-04-27,31,2018-05-25,5,1247
4,2018-04-27,34,2018-05-26,13,1248
6,2018-03-14,18,2018-03-30,14,1191
6,2018-03-14,22,2018-03-31,10,1192
1,2018-03-16,14,2018-03-16,7,1177
1,2018-03-16,11,2018-03-17,7,1178
1,2018-03-16,4,2018-03-18,6,1179
1,2018-03-16,18,2018-03-19,4,1180
1,2018-03-16,21,2018-03-20,3,1181
4,2017-11-07,24,2017-12-01,21,1072
4,2017-11-07,27,2017-12-02,27,1073
3,2017-10-19,17,2017-11-04,19,1045
10,2018-03-03,10,2018-03-12,12,1173
10,2018-03-03,13,2018-03-13,8,1174
10,2018-03-03,15,2018-03-14,6,1175
10,2018-03-03,15,2018-03-15,4,1176
21,2018-03-05,6,2018-03-09,12,1170
22,2018-01-18,31,2018-02-16,12,1149
22,2018-01-18,34,2018-02-17,10,1150
22,2018-01-18,33,2018-02-18,7,1151
22,2018-01-18,37,2018-02-19,6,1152
22,2018-01-18,35,2018-02-20,10,1153
22,2018-01-18,37,2018-02-21,10,1154
22,2018-01-18,40,2018-02-22,11,1155
22,2018-01-18,38,2018-02-23,15,1156
22,2018-01-18,39,2018-02-24,14,1157
15,2018-01-05,3,2018-01-07,22,1109
1,2018-03-25,3,2018-03-25,10,1186
1,2018-03-25,1,2018-03-26,11,1187
1,2018-03-25,4,2018-03-27,10,1188
1,2018-03-25,4,2018-03-28,15,1189
1,2018-03-25,7,2018-03-29,19,1190
1,2018-03-30,3,2018-03-30,15,1191
1,2018-03-30,4,2018-03-31,11,1192
1,2018-03-30,4,2018-04-01,3,1193
1,2018-03-30,8,2018-04-02,5,1194
1,2018-03-30,5,2018-04-03,5,1195
1,2018-03-30,10,2018-04-04,4,1196
1,2018-03-30,9,2018-04-05,5,1197
1,2018-03-30,7,2018-04-06,6,1198
1,2018-03-30,12,2018-04-07,4,1199
13,2018-01-31,4,2018-02-01,15,1134
13,2018-01-31,5,2018-02-02,16,1135
13,2018-01-31,3,2018-02-03,12,1136
13,2018-01-31,7,2018-02-04,11,1137
3,2018-07-08,6,2018-07-09,7,1292
4,2017-10-19,12,2017-10-29,12,1039
4,2017-10-19,12,2017-10-30,13,1040
4,2017-10-19,12,2017-10-31,14,1041
4,2017-11-20,29,2017-12-14,11,1085
5,2017-11-03,18,2017-11-19,5,1060
5,2017-11-03,22,2017-11-20,7,1061
5,2017-11-03,19,2017-11-21,6,1062
5,2017-11-03,19,2017-11-22,7,1063
5,2017-11-03,21,2017-11-23,10,1064
5,2017-11-03,24,2017-11-24,15,1065
4,2017-10-27,4,2017-10-28,14,1038
18,2018-01-20,3,2018-01-21,14,1123
18,2018-01-20,6,2018-01-22,15,1124
18,2018-01-20,5,2018-01-23,16,1125
18,2018-01-20,7,2018-01-24,15,1126
18,2018-01-20,9,2018-01-25,15,1127
18,2018-01-20,9,2018-01-26,18,1128
18,2018-01-20,10,2018-01-27,19,1129
12,2018-01-11,0,2018-01-11,12,1113
14,2018-01-12,28,2018-02-07,13,1140
14,2018-01-12,29,2018-02-08,20,1141
14,2018-01-12,29,2018-02-09,20,1142
14,2018-01-12,33,2018-02-10,19,1143
3,2018-09-07,0,2018-09-07,7,1352
1,2018-09-09,0,2018-09-09,7,1354
1,2018-09-09,2,2018-09-10,10,1355
1,2018-09-09,6,2018-09-11,6,1356
1,2018-09-09,6,2018-09-12,6,1357
1,2018-09-09,5,2018-09-13,1,1358
1,2018-09-09,5,2018-09-14,4,1359
1,2018-09-09,1,2018-09-09,8,1354
1,2018-09-09,2,2018-09-10,11,1355
1,2018-09-09,7,2018-09-11,7,1356
1,2018-09-09,5,2018-09-12,7,1357
3,2018-09-06,4,2018-09-08,5,1353
3,2018-08-30,3,2018-09-01,9,1346
14,2018-01-24,10,2018-02-03,13,1136
14,2018-01-24,13,2018-02-04,12,1137
5,2018-06-13,4,2018-06-13,4,1266
6,2018-06-13,20,2018-07-03,3,1286
6,2018-06-13,21,2018-07-04,4,1287
6,2018-08-08,12,2018-08-16,11,1330
6,2018-08-08,14,2018-08-17,7,1331
6,2018-08-08,15,2018-08-18,9,1332
4,2018-08-24,15,2018-09-03,8,1348
4,2018-08-24,14,2018-09-04,6,1349
4,2018-08-24,13,2018-09-05,6,1350
4,2018-08-24,15,2018-09-06,6,1351
6,2018-08-15,9,2018-08-24,12,1338
4,2017-10-09,11,2017-10-19,15,1029
4,2017-10-09,16,2017-10-20,15,1030
4,2017-10-09,12,2017-10-21,14,1031
4,2017-09-24,12,2017-10-03,8,1013
4,2017-10-26,11,2017-11-04,20,1045
4,2017-10-26,11,2017-11-05,27,1046
12,2018-01-20,0,2018-01-20,18,1122
12,2018-01-20,2,2018-01-21,15,1123
1,2018-01-23,1,2018-01-23,17,1125
1,2018-01-23,2,2018-01-24,16,1126
1,2018-01-23,5,2018-01-25,16,1127
1,2018-01-23,7,2018-01-26,19,1128
1,2018-01-23,8,2018-01-27,20,1129
1,2018-01-23,8,2018-01-28,19,1130
1,2018-01-23,11,2018-01-29,21,1131
1,2018-01-23,7,2018-01-30,18,1132
14,2018-01-12,31,2018-02-07,14,1140
14,2018-01-12,30,2018-02-08,21,1141
14,2018-01-12,32,2018-02-09,21,1142
14,2018-01-12,33,2018-02-10,20,1143
14,2018-01-02,6,2018-01-07,23,1109
14,2018-01-02,11,2018-01-08,12,1110
14,2018-01-02,10,2018-01-09,13,1111
14,2018-01-02,8,2018-01-10,12,1112
14,2018-01-02,14,2018-01-11,13,1113
50,2017-12-25,11,2017-12-31,15,1102
50,2017-12-25,12,2018-01-01,19,1103
50,2017-12-25,11,2018-01-02,13,1104
50,2017-12-25,12,2018-01-03,16,1105
11,2018-03-20,10,2018-03-28,16,1189
11,2018-03-20,10,2018-03-29,20,1190
3,2018-07-10,6,2018-07-11,6,1294
3,2018-07-12,4,2018-07-14,7,1297
5,2018-08-21,3,2018-08-22,9,1336
5,2018-08-21,3,2018-08-23,14,1337
5,2018-08-21,6,2018-08-24,13,1338
5,2018-08-21,5,2018-08-25,10,1339
8,2018-08-21,13,2018-09-01,10,1346
8,2018-08-21,14,2018-09-02,11,1347
4,2018-08-25,4,2018-08-26,8,1340
4,2018-08-25,4,2018-08-27,9,1341
11,2018-01-09,1,2018-01-09,14,1111
11,2018-01-09,5,2018-01-10,13,1112
3,2018-01-27,1,2018-01-27,21,1129
3,2018-01-27,5,2018-01-28,20,1130
3,2018-01-27,4,2018-01-29,22,1131
3,2018-01-27,5,2018-01-30,19,1132
3,2018-01-27,4,2018-01-31,19,1133
3,2018-01-27,5,2018-02-01,16,1134
3,2018-01-27,11,2018-02-02,17,1135
7,2018-03-18,2,2018-03-18,7,1179
7,2018-03-18,3,2018-03-19,5,1180
2,2018-02-11,1,2018-02-11,16,1144
2,2018-02-11,1,2018-02-12,9,1145
2,2018-02-11,3,2018-02-13,9,1146
2,2018-02-11,6,2018-02-14,9,1147
2,2018-02-11,7,2018-02-15,11,1148
2,2018-02-11,9,2018-02-16,13,1149
2,2018-02-11,10,2018-02-17,11,1150
4,2018-04-13,8,2018-04-16,3,1208
4,2018-04-13,5,2018-04-17,2,1209
6,2018-03-23,17,2018-04-09,6,1201
6,2018-03-23,23,2018-04-10,7,1202
6,2018-03-23,20,2018-04-11,12,1203
6,2018-03-23,23,2018-04-12,12,1204
10,2018-03-15,3,2018-03-16,8,1177
10,2018-03-15,4,2018-03-17,8,1178
5,2018-04-25,1,2018-04-26,3,1218
5,2018-04-25,6,2018-04-27,3,1219
3,2018-05-30,3,2018-05-30,9,1252
7,2018-06-25,27,2018-07-19,3,1302
7,2018-06-25,25,2018-07-20,2,1303
7,2018-06-19,13,2018-06-27,4,1280
7,2018-06-19,12,2018-06-28,4,1281
7,2018-06-19,14,2018-06-29,6,1282
5,2018-06-09,3,2018-06-10,14,1263
5,2018-07-08,0,2018-07-08,5,1291
5,2018-07-08,6,2018-07-09,8,1292
4,2017-09-16,33,2017-10-14,21,1024
4,2017-09-16,31,2017-10-15,7,1025
5,2017-10-10,4,2017-10-10,20,1020
5,2017-10-20,5,2017-10-20,16,1030
4,2017-10-13,25,2017-11-04,21,1045
4,2017-10-13,28,2017-11-05,28,1046
4,2017-11-25,3,2017-11-25,25,1066
7,2017-12-17,2,2017-12-17,11,1088
11,2018-03-15,14,2018-03-28,17,1189
11,2018-03-15,14,2018-03-29,21,1190
5,2018-03-16,18,2018-03-30,16,1191
5,2018-03-16,20,2018-03-31,12,1192
3,2018-05-16,3,2018-05-16,4,1238
5,2018-07-07,21,2018-07-26,12,1309
5,2018-07-07,24,2018-07-27,8,1310
5,2018-07-07,25,2018-07-28,8,1311
5,2018-07-07,22,2018-07-29,9,1312
7,2018-07-18,26,2018-08-12,5,1326
7,2018-07-18,28,2018-08-13,5,1327
7,2018-07-18,27,2018-08-14,6,1328
7,2018-07-18,29,2018-08-15,7,1329
3,2018-07-19,4,2018-07-23,7,1306
4,2017-12-20,2,2017-12-20,15,1091
3,2017-12-15,5,2017-12-15,3,1086
3,2017-12-15,6,2017-12-16,3,1087
3,2017-12-15,3,2017-12-17,12,1088
3,2017-12-15,3,2017-12-18,7,1089
13,2018-01-15,0,2018-01-15,10,1117
13,2018-01-15,6,2018-01-16,14,1118
